Sent	amod	noun	amod_idx	head_idx	position
et il faut dire que la police mauritanienne a trouvé plus qu' assez de preuves sur le terroriste marocain .	mauritanienne	police	8	7	after
et il faut dire que la police mauritanienne a trouvé plus qu' assez de preuves sur le terroriste marocain .	marocain	terroriste	19	18	after
il fréquente les récifs côtiers où les eaux sont claires et peu profondes .	côtiers	récifs	5	4	after
réclamé en première ronde lors de le repêchage d' entrée de 1994 par les capitals de washington alors qu' il vient de remporter la première de deux coupes memorial consécutives avec les blazers de kamloops de la ligue de hockey de l' ouest , nolan baumgartner connait une carrière junior fructueuse .	junior	carrière	50	49	after
réclamé en première ronde lors de le repêchage d' entrée de 1994 par les capitals de washington alors qu' il vient de remporter la première de deux coupes memorial consécutives avec les blazers de kamloops de la ligue de hockey de l' ouest , nolan baumgartner connait une carrière junior fructueuse .	fructueuse	carrière	51	49	after
la capacité moyenne de ces avions est de l' ordre de 30 à 40 passagers , avec une tendance à augmenter vers 60 à 70 passagers .	moyenne	capacité	3	2	after
elle obtient le premier titre de docteur de le muséum national d' histoire naturelle en paléontologie humaine en 1987 .	naturelle	histoire	14	13	after
elle obtient le premier titre de docteur de le muséum national d' histoire naturelle en paléontologie humaine en 1987 .	humaine	paléontologie	17	16	after
il est le fils adultérin de philippe ii de savoie dit sans terre , duc de savoie 1438-1497 et de bonne de romagnan .	adultérin	fils	5	4	after
depuis cette date , paarl post est aussi l' un de les titres de le groupe de presse boland newspapers group , propriétaire de 14 titres régionaux , et elle-même filiale de naspers .	régionaux	titres	27	26	after
bad kissingen est citée pour la première fois en 801 sous le nom de chizzicha , et devint célèbre grâce à ses sources thermales , attestées depuis 823 .	thermales	sources	24	23	after
il porte le nom officiel de « coupe de championnat » .	officiel	nom	5	4	after
l' étanchéité sera obtenue grâce à un enduit ( mortier gras ) qui sera hydrofugé .	gras	mortier	11	10	after
à vrai dire , peu se soucient des colonies à l' intérieur de le territoire français , et l'on ne manqua pas de se demander sérieusement « à quoi bon les colonies ?	français	territoire	16	15	after
il a la tête rouge , la poitrine , le menton , gorge et la nuque bleu clair .	rouge	tête	5	4	after
littéralement : " la méthode et le moyen de la pratique c' est la restriction et la suppression de les pensées et émotions fluctuantes " ( citta vrtti , fluctuation de le psychisme ) .	fluctuantes	émotions	24	23	after
à gauche de l' esplanade se situe une aire de jeux et , près de là , le local technique de le jardin .	technique	local	20	19	after
darwin est sans ambiguïté monocentriste , pour lui , toutes les races ont une origine commune .	commune	origine	16	15	after
hitachi global storage technologies ( diminutifs : hitachi gst ou hgst ) est une société américaine située à san josé en californie .	américaine	société	16	15	after
par ailleurs , octavia apprend par ce fantôme qu' elle a des pouvoirs psychiques , ce qui explique sa rencontre avec xerana .	psychiques	pouvoirs	14	13	after
le climat y est de type montagnard en raison de l' altitude élevée .	montagnard	type	7	6	after
il regroupait toutes les écoles francophones de miramichi à le nord à cap-pelé à le sud , soit la totalité de le comté de kent ainsi que des parties de le comté de westmorland et de northumberland .	francophones	écoles	6	5	after
là où vous voyez du patriotisme viril , le reste de le monde ne voit que de l' immaturité .	viril	patriotisme	7	6	after
la technique de le tore magnétique utilisait la capacité d' un tore de ferrite à conserver une information magnétique binaire .	magnétique	tore	6	5	after
la technique de le tore magnétique utilisait la capacité d' un tore de ferrite à conserver une information magnétique binaire .	magnétique	information	19	18	after
la technique de le tore magnétique utilisait la capacité d' un tore de ferrite à conserver une information magnétique binaire .	binaire	information	20	18	after
la tribu ligure présente sur le rocher à le ve siècle av. j.-c. , aurait pu être à l' origine de le nom de la ville .	ligure	tribu	3	2	after
la tribu ligure présente sur le rocher à le ve siècle av. j.-c. , aurait pu être à l' origine de le nom de la ville .	présente	tribu	4	2	after
il fut donc logiquement déclaré vainqueur , même si le beech 18 connut un succès commercial nettement plus important .	commercial	succès	16	15	after
il fut donc logiquement déclaré vainqueur , même si le beech 18 connut un succès commercial nettement plus important .	important	succès	19	15	after
gornja brvenica ( en serbe cyrillique : горња брвеница ) est un village de le nord de le monténégro , dans la municipalité de pljevlja .	cyrillique	serbe	6	5	after
la famille de les geraniaceae est une famille de plantes dicotylédones qui comprend 750 espèces réparties en 3 à 7 genres .	dicotylédones	plantes	11	10	after
candidate dans la circonscription de meurthe-et-moselle lors de les élections législatives de les 10 et 17 juin 2012 , elle arrive en deuxième position à le premier tour avec 34,33 % de les voix , contre 39,29 % à son concurrent socialiste dominique potier , et en appelle à le vote de les électeurs frontistes .	législatives	élections	11	10	after
candidate dans la circonscription de meurthe-et-moselle lors de les élections législatives de les 10 et 17 juin 2012 , elle arrive en deuxième position à le premier tour avec 34,33 % de les voix , contre 39,29 % à son concurrent socialiste dominique potier , et en appelle à le vote de les électeurs frontistes .	socialiste	concurrent	42	41	after
candidate dans la circonscription de meurthe-et-moselle lors de les élections législatives de les 10 et 17 juin 2012 , elle arrive en deuxième position à le premier tour avec 34,33 % de les voix , contre 39,29 % à son concurrent socialiste dominique potier , et en appelle à le vote de les électeurs frontistes .	frontistes	électeurs	55	54	after
ils se sentent abandonnés par la communauté internationale , par l' onu , par l' ue et par les gouvernements de les pays européens et ce , à juste titre .	internationale	communauté	8	7	after
ils se sentent abandonnés par la communauté internationale , par l' onu , par l' ue et par les gouvernements de les pays européens et ce , à juste titre .	européens	pays	24	23	after
ce voûtement à nervures multiples concerne en anjou une quarantaine d' édifices .	multiples	nervures	5	4	after
les élections législatives françaises de 1997 ont eu lieu les dimanches 25 mai et 1er juin 1997 .	législatives	élections	3	2	after
les élections législatives françaises de 1997 ont eu lieu les dimanches 25 mai et 1er juin 1997 .	françaises	élections	4	2	after
ceci a pour conséquence immédiate d' organiser une grande réunion de tous les seigneurs de les marches pour discuter de ce qu' il convient de faire .	immédiate	conséquence	5	4	after
il devient membre de la société linnéenne de londres et de la leopoldina de halle .	linnéenne	société	7	6	after
il adopta le titre d' " archigos " ( " chef " en grec ) et proclama la " troisième civilisation hellénique " , fondée sur la grèce ancienne et l' empire grec byzantin de le moyen âge .	hellénique	civilisation	22	21	after
il adopta le titre d' " archigos " ( " chef " en grec ) et proclama la " troisième civilisation hellénique " , fondée sur la grèce ancienne et l' empire grec byzantin de le moyen âge .	grec	empire	33	32	after
il adopta le titre d' " archigos " ( " chef " en grec ) et proclama la " troisième civilisation hellénique " , fondée sur la grèce ancienne et l' empire grec byzantin de le moyen âge .	byzantin	empire	34	32	after
quand elles sont fermées , les dépressions peuvent être à l' origine de zones humides ou de lacs .	humides	zones	15	14	after
il a notamment remporté le tour de pologne en 1985 , a été champion de pologne sur route en 1991 et 1993 et médaillé d' argent de le contre-la-montre par équipes à les jeux olympiques de 1988 et à les championnats de le monde de cyclisme sur route 1989 .	olympiques	jeux	35	34	after
car les qualités morales progressent , directement ou indirectement , beaucoup plus grâce à les effets de l' habitude , à les capacités de raisonnement , à l' instruction , à la religion , etc. , que grâce à la sélection naturelle ;	morales	qualités	4	3	after
car les qualités morales progressent , directement ou indirectement , beaucoup plus grâce à les effets de l' habitude , à les capacités de raisonnement , à l' instruction , à la religion , etc. , que grâce à la sélection naturelle ;	naturelle	sélection	42	41	after
windows ce ( officiellement nommé windows embedded compact depuis la version 6.0 ( nom de code " yamazaki " ) ) , parfois abrégé wince , est une variation de windows pour les systèmes embarqués et autres systèmes minimalistes , utilisée notamment dans les pc de poche ou handheld .	minimalistes	systèmes	39	38	after
suite à la parution de le livre place beauvau -- la face cachée de la police , l' inspection générale de la police nationale igpn a enquêté sur des allégations de « mauvais traitements » à le cours de la garde à vue de deux islamistes arrêtés en 1995 et condamnés à perpétuité pour les attentats commis à paris ;	générale	inspection	20	19	after
suite à la parution de le livre place beauvau -- la face cachée de la police , l' inspection générale de la police nationale igpn a enquêté sur des allégations de « mauvais traitements » à le cours de la garde à vue de deux islamistes arrêtés en 1995 et condamnés à perpétuité pour les attentats commis à paris ;	nationale	police	24	23	after
chaque candidat s' est construit une identité de super héros , avec ses pouvoirs , ses faiblesses , sa phrase culte et son costume .	culte	phrase	21	20	after
comme la plage de fréquences utilisées par le rnis est plus étendue que pour la téléphonie classique , et atteint la centaine de kilohertz , l' annexe b prévoit de réserver davantage de sous-porteuses inutilisées dans le bas de bande , et décale d' autant la frontière entre les sous-porteuses utilisées pour le sens montant et celles utilisées pour le sens descendant .	classique	téléphonie	17	16	after
hirox détient un brevet exclusif pour cet appareil .	exclusif	brevet	5	4	after
établie à 193 mètres d' altitude , la gare de montérolier -- buchy est située à le point kilométrique ( pk ) 89,236 de la ligne de saint-roch à darnétal-bifurcation , entre les gares ouvertes de sommery et de longuerue -- vieux-manoir .	kilométrique	point	19	18	after
il porte donc le nom de les deux communes propriétaires , mende et brenoux .	propriétaires	communes	10	9	after
beaulac-garthby est une municipalité canadienne de le québec .	canadienne	municipalité	5	4	after
par contre , tous ceux qui ne seront pas en mesure de recevoir le signal sans fil à cause de la géomorphologie , de la densité d' abonnés ou de l' éloignement pourront être desservis par satellite , moyennant l' installation d' une coupole personnelle de 74 cm .	personnelle	coupole	45	44	after
le syndicat mixte de le pays de les vallées d' anjou ( smpva ) regroupe six communautés de communes : beaufort-en-anjou , canton de baugé , canton de noyant , loir-et-sarthe , loire longué , portes-de-l'anjou .	mixte	syndicat	3	2	after
que penser d' une doctrine à les effets si peu manifestes ?	manifestes	effets	11	8	after
guillaume sarkozy , frère aîné de le président , assureur de son état , bénéficierait de le soutien indirect de nicolas pour croquer le gâteau de la retraite par capitalisation , selon le site mediapart .	aîné	frère	5	4	after
guillaume sarkozy , frère aîné de le président , assureur de son état , bénéficierait de le soutien indirect de nicolas pour croquer le gâteau de la retraite par capitalisation , selon le site mediapart .	indirect	soutien	19	18	after
« le rôle de le jurisconsulte à le ministère de les affaires étrangères » , communication à le colloque de genève de la société française pour le droit international , éd .	étrangères	affaires	13	12	after
« le rôle de le jurisconsulte à le ministère de les affaires étrangères » , communication à le colloque de genève de la société française pour le droit international , éd .	française	société	25	24	after
« le rôle de le jurisconsulte à le ministère de les affaires étrangères » , communication à le colloque de genève de la société française pour le droit international , éd .	international	droit	29	28	after
restaurant italien très sympathique en centre ville .	italien	restaurant	2	1	after
restaurant italien très sympathique en centre ville .	sympathique	restaurant	4	1	after
malheureusement , il ne parvient pas à égaler le succès de les précédents et ne tardera pas à s' effacer de la scène musicale .	musicale	scène	24	23	after
laganne en est à l' un de ces miraculeux moments ou la généralisation abstractive engendre à tous coups son homologue contradictoirement ambigu qu' est la signifiance structurée ... » .	abstractive	généralisation	14	13	after
laganne en est à l' un de ces miraculeux moments ou la généralisation abstractive engendre à tous coups son homologue contradictoirement ambigu qu' est la signifiance structurée ... » .	ambigu	homologue	22	20	after
chambre simple mais confortable , literie de haute qualité mais le meilleur souvenir que nous gardons , c' est le restaurant ... exceptionnel !	simple	chambre	2	1	after
chambre simple mais confortable , literie de haute qualité mais le meilleur souvenir que nous gardons , c' est le restaurant ... exceptionnel !	exceptionnel	restaurant	23	21	after
il est pénitencier majeur en 1961-1962 et préfet de la congrégation de les rites et président de la commission pontificale pour la liturgie sacrée à partir de 1962 .	majeur	pénitencier	4	3	after
il est pénitencier majeur en 1961-1962 et préfet de la congrégation de les rites et président de la commission pontificale pour la liturgie sacrée à partir de 1962 .	pontificale	commission	20	19	after
amélioration de les parcours dans la ville nouvelle de cergy ( chemin sur ancienne voie ferrée à jouy-le-moutier et vauréal ) .	nouvelle	ville	8	7	after
mouvement culturel nourri d' influences diverses ( mouvements féministes , tiers-mondistes , pacifistes et non-violents , libertaires , socialistes autogestionnaires ... ) l' écologie devient politique lorsque la défense d' une culture de le quotidien converge avec la question de la survie de l' espèce humaine et la prise en compte de les modalités concrètes de réalisation de la démocratie .	culturel	mouvement	2	1	after
mouvement culturel nourri d' influences diverses ( mouvements féministes , tiers-mondistes , pacifistes et non-violents , libertaires , socialistes autogestionnaires ... ) l' écologie devient politique lorsque la défense d' une culture de le quotidien converge avec la question de la survie de l' espèce humaine et la prise en compte de les modalités concrètes de réalisation de la démocratie .	diverses	influences	6	5	after
mouvement culturel nourri d' influences diverses ( mouvements féministes , tiers-mondistes , pacifistes et non-violents , libertaires , socialistes autogestionnaires ... ) l' écologie devient politique lorsque la défense d' une culture de le quotidien converge avec la question de la survie de l' espèce humaine et la prise en compte de les modalités concrètes de réalisation de la démocratie .	féministes	mouvements	9	8	after
mouvement culturel nourri d' influences diverses ( mouvements féministes , tiers-mondistes , pacifistes et non-violents , libertaires , socialistes autogestionnaires ... ) l' écologie devient politique lorsque la défense d' une culture de le quotidien converge avec la question de la survie de l' espèce humaine et la prise en compte de les modalités concrètes de réalisation de la démocratie .	humaine	espèce	46	45	after
mouvement culturel nourri d' influences diverses ( mouvements féministes , tiers-mondistes , pacifistes et non-violents , libertaires , socialistes autogestionnaires ... ) l' écologie devient politique lorsque la défense d' une culture de le quotidien converge avec la question de la survie de l' espèce humaine et la prise en compte de les modalités concrètes de réalisation de la démocratie .	concrètes	modalités	55	54	after
cela s' intitule : l' eglise catholique et la conversion , dans la petite collection de poche de les éditions de l' homme nouveau .	catholique	eglise	7	6	after
cela s' intitule : l' eglise catholique et la conversion , dans la petite collection de poche de les éditions de l' homme nouveau .	nouveau	homme	24	23	after
néanmoins , à sa propre surprise , il manifeste un véritable respect pour les pèlerins les plus désintéressés .	désintéressés	pèlerins	18	15	after
dans un tel arbre , le genre le plus élevé ( summum genus ) est la catégorie .	élevé	genre	10	7	after
le message de la pensée dominante et de les médias de masse est que l' humanité a naturellement trouvé sa forme achevée dans le capitalisme et sa forme institutionnelle dans le parlementarisme ( ou la république : à ne pas confondre avec la démocratie ) .	dominante	pensée	6	5	after
le message de la pensée dominante et de les médias de masse est que l' humanité a naturellement trouvé sa forme achevée dans le capitalisme et sa forme institutionnelle dans le parlementarisme ( ou la république : à ne pas confondre avec la démocratie ) .	institutionnelle	forme	29	28	after
il n' apparaît que peu dans les écrits historique ( aucune participation à un concile ) mais dispose d' une grande tradition orale autour de son histoire .	historique	écrits	9	8	after
il n' apparaît que peu dans les écrits historique ( aucune participation à un concile ) mais dispose d' une grande tradition orale autour de son histoire .	orale	tradition	23	22	after
valerio agnoli commence sa carrière professionnelle en 2005 à le sein de l' équipe naturino-sapore di mare , qui prend le nom d' aurum hotels en 2007 .	professionnelle	carrière	6	5	after
un ticket t+ permet un trajet simple quelle que soit la distance avec une ou plusieurs correspondances possibles avec les lignes de bus et de tramway pendant une durée maximale de 1 h 30 entre la première et dernière validation , mais pas avec le métro ni le rer .	simple	trajet	7	6	after
un ticket t+ permet un trajet simple quelle que soit la distance avec une ou plusieurs correspondances possibles avec les lignes de bus et de tramway pendant une durée maximale de 1 h 30 entre la première et dernière validation , mais pas avec le métro ni le rer .	possibles	correspondances	18	17	after
un ticket t+ permet un trajet simple quelle que soit la distance avec une ou plusieurs correspondances possibles avec les lignes de bus et de tramway pendant une durée maximale de 1 h 30 entre la première et dernière validation , mais pas avec le métro ni le rer .	maximale	durée	30	29	after
il a promis la protection " de les chômeurs et d' autres groupes faibles de la société avec une enveloppe de 3,5 milliards d' euros provenant surtout de les programmes européens " ainsi que " la simplification de les procédures pour les entreprises en vue de promouvoir les investissements , le développement vert , la recherche et l' innovation " .	faibles	groupes	14	13	after
il a promis la protection " de les chômeurs et d' autres groupes faibles de la société avec une enveloppe de 3,5 milliards d' euros provenant surtout de les programmes européens " ainsi que " la simplification de les procédures pour les entreprises en vue de promouvoir les investissements , le développement vert , la recherche et l' innovation " .	européens	programmes	31	30	after
il a promis la protection " de les chômeurs et d' autres groupes faibles de la société avec une enveloppe de 3,5 milliards d' euros provenant surtout de les programmes européens " ainsi que " la simplification de les procédures pour les entreprises en vue de promouvoir les investissements , le développement vert , la recherche et l' innovation " .	vert	développement	53	52	after
bien que metaxas soit opposé à l' invasion de l' asie mineure dans le cadre de la grande idée , son vocabulaire à propos de les minorités grecques de les pays adjacents et dans ses réponses à les menaces de ses voisins était fortement nationaliste .	grecques	minorités	28	27	after
bien que metaxas soit opposé à l' invasion de l' asie mineure dans le cadre de la grande idée , son vocabulaire à propos de les minorités grecques de les pays adjacents et dans ses réponses à les menaces de ses voisins était fortement nationaliste .	adjacents	pays	32	31	after
la version française , écrite par hugues de courson et patrick modiano , intitulée à cloche-pied sur la grande muraille de chine , reste inédite en france .	française	version	3	2	after
à le sud-est se trouve la spectaculaire khor al adaid ou « la mer intérieure » .	intérieure	mer	15	14	after
sébastien brebel , né en 1971 à argenteuil dans le val-d'oise , est un écrivain et philosophe français .	français	écrivain	18	15	after
de le temps où il enseignait tout en faisant de la radio de nuit , andré paillé préparait ses cours et faisait ses corrections pendant les parties musicales de son émission nocturne .	musicales	parties	28	27	after
de le temps où il enseignait tout en faisant de la radio de nuit , andré paillé préparait ses cours et faisait ses corrections pendant les parties musicales de son émission nocturne .	nocturne	émission	32	31	after
douce france est la version régionale de l' émission union libre , présentée par christine bravo de septembre 2002 à juin 2003 le samedi à 19 heures sur france 2 , avec de nouveaux chroniqueurs :	régionale	version	6	5	after
douce france est la version régionale de l' émission union libre , présentée par christine bravo de septembre 2002 à juin 2003 le samedi à 19 heures sur france 2 , avec de nouveaux chroniqueurs :	libre	union	11	10	after
le lieu retenu pour cette exposition n' avait pas été choisi à le hasard : elle avait lieu dans la salle polyvalente qui n' est autre que l' ancienne école de les garçons .	polyvalente	salle	22	21	after
le projet contemporain le plus audacieux est le plan de reconstruction de skopje , détruite à 80 % en 1963 .	contemporain	projet	3	2	after
le projet contemporain le plus audacieux est le plan de reconstruction de skopje , détruite à 80 % en 1963 .	audacieux	projet	6	2	after
" ils ont travaillé dur , jour et nuit , par des températures extrêmes , pour remettre en marche le matériel " a -t-elle rappelé .	extrêmes	températures	14	13	after
les moines célèbres de le sud , plus souvent chinois que missionnaires étrangers contrairement à le nord , tenaient à leur indépendance et n' étaient en général pas membres de l' administration .	célèbres	moines	3	2	after
les moines célèbres de le sud , plus souvent chinois que missionnaires étrangers contrairement à le nord , tenaient à leur indépendance et n' étaient en général pas membres de l' administration .	chinois	moines	10	2	after
les moines célèbres de le sud , plus souvent chinois que missionnaires étrangers contrairement à le nord , tenaient à leur indépendance et n' étaient en général pas membres de l' administration .	étrangers	missionnaires	13	12	after
il forme alors une coalition noire - jaune avec le parti démocrate de sarre ( fdp / dps ) , disposant de 26 sièges .	noire	coalition	6	5	after
il forme alors une coalition noire - jaune avec le parti démocrate de sarre ( fdp / dps ) , disposant de 26 sièges .	jaune	coalition	8	5	after
il forme alors une coalition noire - jaune avec le parti démocrate de sarre ( fdp / dps ) , disposant de 26 sièges .	démocrate	parti	12	11	after
le chili , confronté notamment à les luttes de les mapuches contre l' exploitation forestière , a vu l' entrée en vigueur en 2009 , vingt ans après sa promulgation , de la convention 169 .	forestière	exploitation	15	14	after
le nouveau ministre de la santé xavier bertrand est même allé plus loin , recommandant à " tous ceux qui ont pris du mediator " de consulter leur médecin traitant .	traitant	médecin	30	29	after
jacques louis valon , marquis de mimeure , né le 19 novembre 1659 à dijon et mort le 3 mars 1719 , est un militaire , poète , traducteur français et académicien français .	français	traducteur	30	29	after
pius est qualifié pour les jeux olympiques de hong kong avec nobless m après qu' ideo de le thot , le cheval de beat mändli , se soit blessé .	olympiques	jeux	7	6	after
béby frediani , ou aristodemo frediani , est un clown d' origine italienne , né à bielefeld ( allemagne ) en 1880 , mort à castres ( tarn ) en 1958 .	italienne	origine	13	12	after
le château de kartlow ( schloß kartlow ) est un château néogothique allemand situé à kartlow dans l' arrondissement de le plateau de les lacs mecklembourgeois , près de kruckow ( mecklembourg-poméranie-occidentale ) construit par friedrich hitzig .	néogothique	château	12	11	after
le château de kartlow ( schloß kartlow ) est un château néogothique allemand situé à kartlow dans l' arrondissement de le plateau de les lacs mecklembourgeois , près de kruckow ( mecklembourg-poméranie-occidentale ) construit par friedrich hitzig .	allemand	château	13	11	after
le château de kartlow ( schloß kartlow ) est un château néogothique allemand situé à kartlow dans l' arrondissement de le plateau de les lacs mecklembourgeois , près de kruckow ( mecklembourg-poméranie-occidentale ) construit par friedrich hitzig .	mecklembourgeois	lacs	26	25	after
l' opposition qui regroupe de larges milieux traditionnellement francophiles , accusent le gouvernement de m. nicolas sarkozy , d' avoir porté à le pouvoir et soutenu le général mohamed ould abdel aziz .	francophiles	milieux	9	7	after
pas un chef d' œuvre donc , ce qui peut expliquer un succès mitigé à le box-office mondial .	mitigé	succès	14	13	after
pas un chef d' œuvre donc , ce qui peut expliquer un succès mitigé à le box-office mondial .	mondial	box-office	18	17	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	professionnels	météorologistes	10	9	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	tropicale	météorologie	21	20	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	tropicales	zones	40	39	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	météorologiques	services	50	49	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	africains	services	51	49	after
destiné prioritairement à les étudiants , enseignants , météorologistes professionnels , chercheurs , cet ouvrage en français sur la météorologie tropicale vient combler une lacune alors même que la france a des départements et des territoires dans les zones tropicales , et qu' elle entretient avec nombre de services météorologiques africains des relations privilégiées .	privilégiées	relations	54	53	after
bien que plutôt présente dans les églises catholiques , la croix celtique est présente aussi dans certaines églises protestantes , particulièrement celles qui se réfèrent à leur origine irlandaise ou écossaise .	catholiques	églises	8	7	after
bien que plutôt présente dans les églises catholiques , la croix celtique est présente aussi dans certaines églises protestantes , particulièrement celles qui se réfèrent à leur origine irlandaise ou écossaise .	celtique	croix	12	11	after
bien que plutôt présente dans les églises catholiques , la croix celtique est présente aussi dans certaines églises protestantes , particulièrement celles qui se réfèrent à leur origine irlandaise ou écossaise .	protestantes	églises	19	18	after
bien que plutôt présente dans les églises catholiques , la croix celtique est présente aussi dans certaines églises protestantes , particulièrement celles qui se réfèrent à leur origine irlandaise ou écossaise .	irlandaise	origine	29	28	after
près de deux millions de japonais prétendent descendre , par les hommes , de ces fonctionnaires militarisés héréditaires .	héréditaires	fonctionnaires	18	16	after
c' est durant cette période que le château deviendra petit à petit un hôtel capable d' accueillir une vingtaine de personnes .	capable	hôtel	15	14	after
les marais de douvrain sont un site d' un grand intérêt biologique .	biologique	intérêt	12	11	after
quelque 6,7 millions de nigériens sont appelés à les urnes dans ce pays sahélien , important producteur d' uranium mais pourtant classé parmi les plus pauvres de le monde .	sahélien	pays	14	13	after
il habite d' abord un hôtel particulier rue laffitte , reconstruit en 1836 en style gothique et renaissance par bellenger et duponchel , puis , à la mort de talleyrand , il acquiert en juillet 1838 pour 1,2 million , l' hôtel de saint-florentin , 2 , rue saint-florentin surnommé par henri heine : « le versailles de la ploutocratie parisienne » .	particulier	hôtel	7	6	after
il habite d' abord un hôtel particulier rue laffitte , reconstruit en 1836 en style gothique et renaissance par bellenger et duponchel , puis , à la mort de talleyrand , il acquiert en juillet 1838 pour 1,2 million , l' hôtel de saint-florentin , 2 , rue saint-florentin surnommé par henri heine : « le versailles de la ploutocratie parisienne » .	gothique	style	16	15	after
il habite d' abord un hôtel particulier rue laffitte , reconstruit en 1836 en style gothique et renaissance par bellenger et duponchel , puis , à la mort de talleyrand , il acquiert en juillet 1838 pour 1,2 million , l' hôtel de saint-florentin , 2 , rue saint-florentin surnommé par henri heine : « le versailles de la ploutocratie parisienne » .	parisienne	ploutocratie	61	60	after
elle a été fouillée de 1961 à 1964 par une équipe polonaise , sous la direction de kazimierz michalowski .	polonaise	équipe	12	11	after
en 1951-1952 , le club fait mieux en terminant onzième , mais suite à la réforme de les séries nationales , il est relégué en promotion , quatrième niveau national nouvellement créé pour la saison prochaine .	nationales	séries	20	19	after
en 1951-1952 , le club fait mieux en terminant onzième , mais suite à la réforme de les séries nationales , il est relégué en promotion , quatrième niveau national nouvellement créé pour la saison prochaine .	national	niveau	30	29	after
en 1951-1952 , le club fait mieux en terminant onzième , mais suite à la réforme de les séries nationales , il est relégué en promotion , quatrième niveau national nouvellement créé pour la saison prochaine .	prochaine	saison	36	35	after
il est utilisé dans l' apocalypse de jean ( ch.7 ) pour indiquer le nombre ( symboliquement complet ) de les élus .	complet	nombre	18	15	after
le plus souvent , les études se concentrent sur un domaine social particulier .	social	domaine	12	11	after
le plus souvent , les études se concentrent sur un domaine social particulier .	particulier	domaine	13	11	after
après le grand bazar d' istanbul , il s' agit de le deuxième marché couvert de la ville .	couvert	marché	15	14	after
en 2002 , le maroc a reçu 72 % de l' aide totale américaine à les trois pays de le maghreb .	totale	aide	13	12	after
en 2002 , le maroc a reçu 72 % de l' aide totale américaine à les trois pays de le maghreb .	américaine	aide	14	12	after
benjamin zander ( né le 9 mars 1939 à gerrards cross , buckinghamshire , angleterre ) est un chef d' orchestre britannique .	britannique	chef	22	19	after
le fait qu' un gouvernement déjà démissionnaire est moins soumis à les pressions de le parlement pose cependant des difficultés .	démissionnaire	gouvernement	7	5	after
discours de le chef nazi himmler sur l' homosexualité prononcé le 18 février 1937 .	nazi	chef	5	4	after
essayons de présenter ce personnage légendaire , que l'on suppose simplement chrétien fondateur de ban , en essayant de nous abstraire de les vieilles querelles religieuses d' antériorité de fondation , parfois reprises par l' érudition la plus froide .	légendaire	personnage	6	5	after
essayons de présenter ce personnage légendaire , que l'on suppose simplement chrétien fondateur de ban , en essayant de nous abstraire de les vieilles querelles religieuses d' antériorité de fondation , parfois reprises par l' érudition la plus froide .	fondateur	chrétien	13	12	after
essayons de présenter ce personnage légendaire , que l'on suppose simplement chrétien fondateur de ban , en essayant de nous abstraire de les vieilles querelles religieuses d' antériorité de fondation , parfois reprises par l' érudition la plus froide .	religieuses	querelles	26	25	after
essayons de présenter ce personnage légendaire , que l'on suppose simplement chrétien fondateur de ban , en essayant de nous abstraire de les vieilles querelles religieuses d' antériorité de fondation , parfois reprises par l' érudition la plus froide .	froide	érudition	39	36	after
il suit un cursus à l' école normale supérieure de la rue d' ulm .	normale	école	8	7	after
il suit un cursus à l' école normale supérieure de la rue d' ulm .	supérieure	école	9	7	after
le 2 septembre , les trois bateaux anglais remontent la rivière .	anglais	bateaux	8	7	after
elle est un affluent gauche de la drina .	gauche	affluent	5	4	after
écrivain , magdeleine paz met en avant les thèmes féministes dans son œuvre .	féministes	thèmes	10	9	after
lui-même épousa la marquise artemisia negrone , d' une illustre famille patricienne génoise .	patricienne	famille	12	11	after
lui-même épousa la marquise artemisia negrone , d' une illustre famille patricienne génoise .	génoise	famille	13	11	after
cette œuvre contient des détails manquants dans les récits d' ammien , peut-être appris de les membres de l' entourage de julien .	manquants	détails	6	5	after
la class 465 ( networker ) est une série de rames automotrices électriques britanniques , construites par metropolitan cammell et brel , entre 1991 et 1993 , et par abb rail entre 1993 et 1994 .	automotrices	rames	12	11	after
